NAME,total_population,total_commuters,public_transit_commuters,drove_alone,carpooled,worked_from_home,travel_time_total,commute_60_to_89_min,commute_90_plus_min,median_household_income,total_households_vehicles,zero_vehicle_households,total_pop_race,white_non_hispanic,black,asian,hispanic_latino,state,county,tract,county_name,GEOID
Census Tract 5043.20; Santa Clara County; California,3000,1449,15,1100,146,0,1268,69,5,176500,912,51,3000,416,40,2163,241,06,085,504320,Santa Clara,06085504320
Census Tract 5043.21; Santa Clara County; California,5412,2981,165,1938,382,0,2598,182,88,172857,1640,34,5412,519,68,3378,999,06,085,504321,Santa Clara,06085504321
Census Tract 5043.22; Santa Clara County; California,6103,3442,78,1903,598,82,2735,36,64,174318,2144,55,6103,553,257,4500,357,06,085,504322,Santa Clara,06085504322
Census Tract 5043.23; Santa Clara County; California,5733,2849,124,1771,214,7,2157,131,11,146667,1846,149,5733,760,11,4219,443,06,085,504323,Santa Clara,06085504323
Census Tract 5044.10; Santa Clara County; California,4124,2266,38,1623,169,39,1955,0,67,143173,1187,119,4124,511,114,2397,963,06,085,504410,Santa Clara,06085504410
Census Tract 5044.11; Santa Clara County; California,5901,3424,68,2577,325,0,3067,187,478,178333,1580,9,5901,951,55,3806,904,06,085,504411,Santa Clara,06085504411
Census Tract 5044.12; Santa Clara County; California,5044,2786,94,1837,482,26,2455,140,57,135993,1416,30,5044,390,29,3752,654,06,085,504412,Santa Clara,06085504412
Census Tract 5044.13; Santa Clara County; California,2048,855,5,618,39,34,700,11,6,148438,783,152,2048,172,34,1620,94,06,085,504413,Santa Clara,06085504413
Census Tract 5044.14; Santa Clara County; California,5296,2537,70,1685,189,53,2046,144,0,167772,1650,17,5296,577,17,4327,208,06,085,504414,Santa Clara,06085504414
Census Tract 5044.15; Santa Clara County; California,4690,2395,39,1736,151,1,1938,74,56,176094,1473,28,4690,698,95,3428,387,06,085,504415,Santa Clara,06085504415
Census Tract 5044.16; Santa Clara County; California,3927,1918,48,1237,176,2,1526,14,48,178813,1129,54,3927,847,8,2711,343,06,085,504416,Santa Clara,06085504416
Census Tract 5044.18; Santa Clara County; California,4118,2106,12,1593,169,11,1842,145,0,127870,1200,68,4118,264,179,2325,1297,06,085,504418,Santa Clara,06085504418
Census Tract 5044.21; Santa Clara County; California,5631,2762,29,1683,219,28,2071,167,40,195417,1552,17,5631,694,324,3771,426,06,085,504421,Santa Clara,06085504421
Census Tract 5044.22; Santa Clara County; California,3316,1605,37,1118,164,37,1373,59,25,114417,932,64,3316,222,47,2229,627,06,085,504422,Santa Clara,06085504422
Census Tract 5044.23; Santa Clara County; California,2101,945,27,683,80,0,805,81,14,176528,566,3,2101,580,110,975,235,06,085,504423,Santa Clara,06085504423
Census Tract 5044.24; Santa Clara County; California,5269,2775,71,1793,237,22,2144,122,19,151302,1560,102,5269,648,91,3337,771,06,085,504424,Santa Clara,06085504424
Census Tract 5045.05; Santa Clara County; California,10682,6536,238,3649,608,6,4763,209,286,209439,3933,249,10682,895,236,8139,1224,06,085,504505,Santa Clara,06085504505
Census Tract 5045.06; Santa Clara County; California,6609,3815,135,2257,839,0,3250,179,11,152898,2151,129,6609,496,56,5174,737,06,085,504506,Santa Clara,06085504506
Census Tract 5045.07; Santa Clara County; California,6238,3124,23,2282,394,0,2730,157,93,154671,1658,90,6238,748,162,3690,1289,06,085,504507,Santa Clara,06085504507
Census Tract 5045.08; Santa Clara County; California,4302,1201,0,923,53,4,980,15,52,214412,652,0,4302,773,178,1566,1563,06,085,504508,Santa Clara,06085504508
Census Tract 5045.09; Santa Clara County; California,4740,2676,76,1431,187,0,1727,67,11,184063,1898,78,4740,193,126,4112,62,06,085,504509,Santa Clara,06085504509
Census Tract 5045.10; Santa Clara County; California,4325,2229,82,1464,90,67,1703,58,29,139957,1504,185,4325,209,0,3285,502,06,085,504510,Santa Clara,06085504510
Census Tract 5046.01; Santa Clara County; California,1255,664,3,475,48,28,604,19,0,65625,526,14,1255,314,13,319,552,06,085,504601,Santa Clara,06085504601
Census Tract 5046.02; Santa Clara County; California,1920,896,0,726,108,24,868,49,0,107438,541,10,1920,244,27,344,1236,06,085,504602,Santa Clara,06085504602
Census Tract 5047; Santa Clara County; California,667,260,0,153,25,8,186,0,0,118438,171,12,667,295,9,28,191,06,085,504700,Santa Clara,06085504700
Census Tract 5048.02; Santa Clara County; California,4933,2700,36,1977,304,23,2369,16,39,123750,1610,127,4933,1111,19,2331,1246,06,085,504802,Santa Clara,06085504802
Census Tract 5048.05; Santa Clara County; California,7442,4561,201,2789,444,78,3626,214,16,130078,3215,160,7442,2608,0,3039,1544,06,085,504805,Santa Clara,06085504805
Census Tract 5048.06; Santa Clara County; California,2980,1520,7,1118,227,0,1361,52,7,133846,830,113,2980,673,13,1032,946,06,085,504806,Santa Clara,06085504806
Census Tract 5048.07; Santa Clara County; California,5841,4018,113,1830,304,17,2326,108,16,222917,2698,85,5841,1050,97,4182,380,06,085,504807,Santa Clara,06085504807
Census Tract 5048.08; Santa Clara County; California,2251,1254,6,840,211,38,1113,41,47,131276,670,137,2251,305,101,634,1176,06,085,504808,Santa Clara,06085504808
Census Tract 5049.02; Santa Clara County; California,4616,2756,15,1352,217,12,1625,45,92,218750,1833,239,4616,766,0,3258,433,06,085,504902,Santa Clara,06085504902
Census Tract 5049.03; Santa Clara County; California,4970,3094,115,1830,217,23,2315,36,0,177569,2113,61,4970,978,0,3252,628,06,085,504903,Santa Clara,06085504903
Census Tract 5050.06; Santa Clara County; California,11716,8095,265,4428,459,377,5846,81,133,205610,5586,334,11716,1924,104,8919,578,06,085,505006,Santa Clara,06085505006
Census Tract 5050.07; Santa Clara County; California,4285,1984,28,1317,233,64,1707,81,10,142500,1004,0,4285,1006,323,1654,1123,06,085,505007,Santa Clara,06085505007
Census Tract 5050.10; Santa Clara County; California,4473,2274,0,1696,220,0,1957,75,42,191326,1398,100,4473,822,520,2242,494,06,085,505010,Santa Clara,06085505010
Census Tract 5050.11; Santa Clara County; California,4875,2934,37,1690,142,95,2174,12,0,196131,1917,147,4875,1274,0,2965,559,06,085,505011,Santa Clara,06085505011
Census Tract 5050.12; Santa Clara County; California,2879,2106,198,940,173,41,1506,87,24,201190,1456,90,2879,883,79,1666,167,06,085,505012,Santa Clara,06085505012
Census Tract 5050.13; Santa Clara County; California,5965,4393,522,1857,226,169,3074,219,9,185227,2680,308,5965,1026,25,3891,871,06,085,505013,Santa Clara,06085505013
Census Tract 5050.14; Santa Clara County; California,6023,3999,102,2647,451,37,3340,203,0,137273,2560,45,6023,1064,183,3167,1343,06,085,505014,Santa Clara,06085505014
Census Tract 5050.15; Santa Clara County; California,5229,3381,111,1768,411,169,2507,152,38,173345,1834,92,5229,1042,23,2190,1559,06,085,505015,Santa Clara,06085505015
Census Tract 5051; Santa Clara County; California,4389,2525,48,1793,85,145,2178,127,23,103378,2050,459,4389,818,169,1660,1607,06,085,505100,Santa Clara,06085505100
Census Tract 5052.02; Santa Clara County; California,7912,4881,47,3265,395,110,3910,110,0,121944,3232,299,7912,2117,105,3104,1803,06,085,505202,Santa Clara,06085505202
Census Tract 5052.03; Santa Clara County; California,5476,2515,110,1183,81,421,1914,145,6,117000,1386,119,5476,2594,213,1577,855,06,085,505203,Santa Clara,06085505203
Census Tract 5053.01; Santa Clara County; California,5018,3216,249,1892,215,30,2491,60,114,171071,1956,201,5018,1315,34,2730,818,06,085,505301,Santa Clara,06085505301
Census Tract 5053.02; Santa Clara County; California,4828,2576,65,1306,252,15,1714,83,9,170827,1645,111,4828,1586,85,2055,680,06,085,505302,Santa Clara,06085505302
Census Tract 5053.03; Santa Clara County; California,5986,3711,38,2873,365,115,3483,74,12,128933,2219,65,5986,1155,457,2640,1525,06,085,505303,Santa Clara,06085505303
Census Tract 5053.04; Santa Clara County; California,3598,2063,56,1384,87,16,1574,62,20,224435,1124,39,3598,947,20,2004,596,06,085,505304,Santa Clara,06085505304
Census Tract 5053.05; Santa Clara County; California,5626,3230,92,2120,243,16,2509,55,53,190595,2188,76,5626,1992,0,2764,778,06,085,505305,Santa Clara,06085505305
Census Tract 5054.01; Santa Clara County; California,6630,4232,163,2574,164,111,3243,153,32,164598,2899,143,6630,1622,148,3861,744,06,085,505401,Santa Clara,06085505401
Census Tract 5054.02; Santa Clara County; California,3058,1826,37,1161,100,32,1517,35,11,173582,1179,103,3058,718,19,1674,472,06,085,505402,Santa Clara,06085505402
Census Tract 5054.03; Santa Clara County; California,8563,4917,120,3169,343,107,3859,81,24,175735,3596,165,8563,1873,0,4557,1323,06,085,505403,Santa Clara,06085505403
Census Tract 5055; Santa Clara County; California,4661,2340,41,1712,219,37,2095,41,40,146602,1577,7,4661,1604,102,1319,1138,06,085,505500,Santa Clara,06085505500
Census Tract 5056; Santa Clara County; California,4594,2300,69,1211,222,345,1960,36,6,117125,1307,133,4594,2427,169,1145,665,06,085,505600,Santa Clara,06085505600
Census Tract 5057; Santa Clara County; California,5853,3650,142,2249,104,158,3080,198,21,107431,2381,125,5853,2461,223,1837,1072,06,085,505700,Santa Clara,06085505700
Census Tract 5058; Santa Clara County; California,4242,2549,16,1849,203,0,2107,25,9,165750,1633,25,4242,2096,80,893,1028,06,085,505800,Santa Clara,06085505800
Census Tract 5059.01; Santa Clara County; California,4153,2549,165,1483,187,93,2001,146,16,169421,1595,291,4153,2183,0,1395,299,06,085,505901,Santa Clara,06085505901
Census Tract 5059.02; Santa Clara County; California,3950,2046,58,1308,137,0,1535,79,41,105542,1799,220,3950,1989,43,870,928,06,085,505902,Santa Clara,06085505902
Census Tract 5060; Santa Clara County; California,4993,2693,9,1828,302,36,2325,14,84,173750,1819,8,4993,2045,8,1851,853,06,085,506000,Santa Clara,06085506000
Census Tract 5061.01; Santa Clara County; California,4845,2463,44,1697,136,58,2028,71,26,163750,1506,39,4845,1897,136,1959,734,06,085,506101,Santa Clara,06085506101
Census Tract 5061.02; Santa Clara County; California,4384,2336,7,1235,203,0,1506,112,0,174929,1754,85,4384,1580,24,2092,447,06,085,506102,Santa Clara,06085506102
Census Tract 5061.03; Santa Clara County; California,5218,2338,20,1574,161,10,1808,51,9,188946,1743,138,5218,1131,132,3015,399,06,085,506103,Santa Clara,06085506103
Census Tract 5062.02; Santa Clara County; California,8409,3893,136,2370,192,179,3112,35,230,175179,2770,67,8409,2514,405,4229,452,06,085,506202,Santa Clara,06085506202
Census Tract 5062.03; Santa Clara County; California,6127,3213,55,2302,120,89,2648,17,0,130735,2228,37,6127,981,48,3875,1023,06,085,506203,Santa Clara,06085506203
Census Tract 5062.04; Santa Clara County; California,5546,2767,8,2026,213,29,2306,115,0,188047,1983,26,5546,1191,196,3525,414,06,085,506204,Santa Clara,06085506204
Census Tract 5063.01; Santa Clara County; California,5101,3146,74,1909,256,163,2476,66,37,121667,2154,93,5101,1906,243,1512,990,06,085,506301,Santa Clara,06085506301
Census Tract 5063.02; Santa Clara County; California,6180,3460,10,2558,153,36,2830,137,21,180155,2480,66,6180,2861,435,1779,825,06,085,506302,Santa Clara,06085506302
Census Tract 5063.04; Santa Clara County; California,6164,3220,124,2182,166,35,2581,239,115,120889,2442,210,6164,1446,305,2572,1611,06,085,506304,Santa Clara,06085506304
Census Tract 5063.05; Santa Clara County; California,5638,2696,0,2114,155,0,2294,209,17,94777,2077,162,5638,1566,605,1367,1755,06,085,506305,Santa Clara,06085506305
Census Tract 5064.01; Santa Clara County; California,4710,2722,126,1784,168,60,2261,46,133,142793,2141,301,4710,1754,137,1235,1255,06,085,506401,Santa Clara,06085506401
Census Tract 5064.02; Santa Clara County; California,5398,2545,75,1688,171,73,2086,83,106,116783,2181,271,5398,2325,145,932,1710,06,085,506402,Santa Clara,06085506402
Census Tract 5065.02; Santa Clara County; California,4893,2985,45,2056,164,72,2455,145,72,143075,2109,23,4893,2540,222,556,1254,06,085,506502,Santa Clara,06085506502
Census Tract 5065.03; Santa Clara County; California,6182,3191,24,2446,146,22,2738,32,7,100139,2753,576,6182,3141,109,1526,1107,06,085,506503,Santa Clara,06085506503
Census Tract 5065.04; Santa Clara County; California,2832,1240,0,1062,47,38,1188,0,0,85278,846,111,2832,328,206,156,2048,06,085,506504,Santa Clara,06085506504
Census Tract 5065.05; Santa Clara County; California,4333,2056,41,1262,395,19,1798,94,20,132950,1409,79,4333,1219,292,989,1782,06,085,506505,Santa Clara,06085506505
Census Tract 5066.01; Santa Clara County; California,3887,2153,38,1543,142,54,1812,46,17,125208,1537,98,3887,1334,88,1449,873,06,085,506601,Santa Clara,06085506601
Census Tract 5066.03; Santa Clara County; California,4252,2103,54,1261,172,0,1609,153,48,250001,1515,82,4252,1924,6,1320,431,06,085,506603,Santa Clara,06085506603
Census Tract 5066.04; Santa Clara County; California,7362,3417,26,1928,571,49,2599,55,24,216054,2423,37,7362,2756,23,3561,756,06,085,506604,Santa Clara,06085506604
Census Tract 5066.05; Santa Clara County; California,4397,2417,13,1633,221,107,1985,6,17,122917,1539,88,4397,1559,283,1217,951,06,085,506605,Santa Clara,06085506605
Census Tract 5066.06; Santa Clara County; California,5137,2550,42,1792,182,47,2110,36,68,114574,1788,56,5137,1759,100,1715,1293,06,085,506606,Santa Clara,06085506606
Census Tract 5067.01; Santa Clara County; California,4268,2318,25,1674,102,22,1841,138,27,212679,1309,7,4268,1849,21,1833,453,06,085,506701,Santa Clara,06085506701
Census Tract 5067.02; Santa Clara County; California,5799,2659,110,1749,161,34,2127,181,0,140670,1991,65,5799,2484,110,1799,1113,06,085,506702,Santa Clara,06085506702
Census Tract 5067.03; Santa Clara County; California,3622,1586,12,1162,60,35,1311,142,11,144412,1354,98,3622,1714,20,1274,310,06,085,506703,Santa Clara,06085506703
Census Tract 5068.01; Santa Clara County; California,6111,2736,31,1619,347,19,2079,190,44,222938,2099,103,6111,4466,66,858,523,06,085,506801,Santa Clara,06085506801
Census Tract 5068.02; Santa Clara County; California,5885,3033,46,2098,91,64,2363,51,97,193981,1946,59,5885,2674,72,1761,933,06,085,506802,Santa Clara,06085506802
Census Tract 5068.03; Santa Clara County; California,7090,3585,34,2331,401,4,2881,120,17,175938,2288,16,7090,3387,257,2184,986,06,085,506803,Santa Clara,06085506803
Census Tract 5068.04; Santa Clara County; California,4602,2440,0,1657,78,10,1791,66,68,216938,1587,49,4602,2827,42,994,327,06,085,506804,Santa Clara,06085506804
Census Tract 5069; Santa Clara County; California,8174,3428,36,2348,124,70,2606,187,117,206951,2802,130,8174,5426,85,1480,590,06,085,506900,Santa Clara,06085506900
Census Tract 5070.02; Santa Clara County; California,3415,1361,0,773,74,3,882,52,0,250001,1128,0,3415,2671,1,555,180,06,085,507002,Santa Clara,06085507002
Census Tract 5070.03; Santa Clara County; California,3074,1360,18,842,15,11,886,75,0,240179,1200,58,3074,2219,2,588,208,06,085,507003,Santa Clara,06085507003
Census Tract 5070.04; Santa Clara County; California,3926,1743,0,1303,0,65,1397,27,0,198306,1735,26,3926,3054,126,497,201,06,085,507004,Santa Clara,06085507004
Census Tract 5071; Santa Clara County; California,3029,1529,10,1006,152,35,1242,70,23,173006,1389,66,3029,2362,0,287,231,06,085,507100,Santa Clara,06085507100
Census Tract 5072.03; Santa Clara County; California,3192,1735,27,840,47,94,1032,82,23,192917,1207,11,3192,1777,14,694,580,06,085,507203,Santa Clara,06085507203
Census Tract 5072.05; Santa Clara County; California,4652,2126,10,1396,80,23,1556,81,17,211711,1824,18,4652,2894,47,1131,332,06,085,507205,Santa Clara,06085507205
Census Tract 5072.06; Santa Clara County; California,2594,950,6,616,47,7,711,46,6,250001,914,0,2594,1780,29,541,144,06,085,507206,Santa Clara,06085507206
Census Tract 5073.01; Santa Clara County; California,6820,2907,27,1769,181,30,2026,176,20,250001,2461,86,6820,2947,3,3507,186,06,085,507301,Santa Clara,06085507301
Census Tract 5073.02; Santa Clara County; California,2640,1293,16,781,54,20,876,60,32,250001,912,0,2640,1483,7,785,52,06,085,507302,Santa Clara,06085507302
Census Tract 5074.01; Santa Clara County; California,5907,2484,17,1503,113,12,1685,22,46,226500,1948,55,5907,1682,4,3959,93,06,085,507401,Santa Clara,06085507401
Census Tract 5074.02; Santa Clara County; California,3980,2029,11,1214,105,10,1353,34,0,236161,1502,32,3980,1702,0,1866,182,06,085,507402,Santa Clara,06085507402
Census Tract 5075; Santa Clara County; California,5747,2426,43,1575,59,21,1752,63,19,188375,2061,15,5747,1729,17,3714,146,06,085,507500,Santa Clara,06085507500
Census Tract 5076; Santa Clara County; California,6018,2573,23,1392,125,33,1588,67,30,250001,2015,56,6018,2280,0,3310,146,06,085,507600,Santa Clara,06085507600
Census Tract 5077.01; Santa Clara County; California,3435,1640,24,951,88,4,1130,25,6,211371,1254,54,3435,687,53,2418,118,06,085,507701,Santa Clara,06085507701
Census Tract 5077.02; Santa Clara County; California,6618,3097,50,2078,104,108,2365,90,18,250001,2172,30,6618,1024,0,5060,38,06,085,507702,Santa Clara,06085507702
Census Tract 5077.04; Santa Clara County; California,3344,1467,36,1124,81,0,1241,43,12,219286,1150,113,3344,1124,4,2034,54,06,085,507704,Santa Clara,06085507704
Census Tract 5077.05; Santa Clara County; California,4092,1705,0,1335,47,38,1420,45,29,250001,1325,14,4092,1268,14,2354,271,06,085,507705,Santa Clara,06085507705
Census Tract 5078.05; Santa Clara County; California,5220,2719,23,1764,308,92,2257,36,30,194000,1978,95,5220,1305,40,3321,374,06,085,507805,Santa Clara,06085507805
Census Tract 5078.06; Santa Clara County; California,5971,2790,29,1618,98,94,1908,60,36,188468,2066,56,5971,732,0,5084,53,06,085,507806,Santa Clara,06085507806
Census Tract 5078.07; Santa Clara County; California,3432,1642,11,992,86,8,1107,8,0,250001,1093,11,3432,546,0,2641,95,06,085,507807,Santa Clara,06085507807
Census Tract 5078.08; Santa Clara County; California,5811,2901,34,2028,63,76,2266,122,34,250001,1872,79,5811,1058,0,4363,122,06,085,507808,Santa Clara,06085507808
Census Tract 5079.03; Santa Clara County; California,5262,2296,138,1312,74,27,1605,44,8,210813,1749,50,5262,822,8,4247,82,06,085,507903,Santa Clara,06085507903
Census Tract 5079.04; Santa Clara County; California,3061,1520,14,933,56,0,1007,30,23,250001,1029,14,3061,616,65,2207,38,06,085,507904,Santa Clara,06085507904
Census Tract 5079.05; Santa Clara County; California,5181,2436,26,1547,188,28,1825,102,43,137813,1973,176,5181,1017,100,3596,403,06,085,507905,Santa Clara,06085507905
Census Tract 5079.06; Santa Clara County; California,4481,2177,65,1332,127,39,1581,50,41,250001,1401,0,4481,648,4,3536,124,06,085,507906,Santa Clara,06085507906
Census Tract 5080.03; Santa Clara County; California,2353,938,12,475,50,54,648,18,0,181771,721,20,2353,664,102,1479,40,06,085,508003,Santa Clara,06085508003
Census Tract 5080.04; Santa Clara County; California,5862,2871,19,1775,122,115,2124,73,85,232563,2041,62,5862,1297,363,3825,254,06,085,508004,Santa Clara,06085508004
Census Tract 5080.05; Santa Clara County; California,3615,1493,1,1045,79,24,1182,29,0,162535,1483,179,3615,858,0,2384,153,06,085,508005,Santa Clara,06085508005
Census Tract 5080.06; Santa Clara County; California,4215,2054,44,1294,51,76,1512,11,0,203750,1436,11,4215,862,17,3019,150,06,085,508006,Santa Clara,06085508006
Census Tract 5081.01; Santa Clara County; California,6519,3123,54,2172,146,35,2449,37,43,250001,2361,15,6519,1729,1,4405,212,06,085,508101,Santa Clara,06085508101
Census Tract 5081.02; Santa Clara County; California,3556,1810,56,1124,4,102,1327,65,25,206563,1377,70,3556,990,67,2293,129,06,085,508102,Santa Clara,06085508102
Census Tract 5082.03; Santa Clara County; California,5873,2535,72,1367,117,14,1647,64,36,239318,1790,66,5873,2244,1,3190,101,06,085,508203,Santa Clara,06085508203
Census Tract 5082.04; Santa Clara County; California,4892,2219,41,1406,79,0,1559,20,22,231860,1610,96,4892,1538,39,2872,249,06,085,508204,Santa Clara,06085508204
Census Tract 5082.05; Santa Clara County; California,3882,2160,53,1144,150,0,1347,66,27,193292,1445,39,3882,782,136,1902,436,06,085,508205,Santa Clara,06085508205
Census Tract 5082.06; Santa Clara County; California,3934,1918,66,1139,35,14,1324,67,45,204750,1421,18,3934,1490,0,2178,113,06,085,508206,Santa Clara,06085508206
Census Tract 5083.01; Santa Clara County; California,4702,2091,66,1402,120,10,1654,32,66,250001,1546,33,4702,2079,57,2173,225,06,085,508301,Santa Clara,06085508301
Census Tract 5083.03; Santa Clara County; California,2569,1059,15,623,57,15,725,8,5,208250,905,6,2569,972,0,1315,137,06,085,508303,Santa Clara,06085508303
Census Tract 5083.05; Santa Clara County; California,5604,2585,41,2020,105,109,2289,44,0,113040,1879,120,5604,695,207,3161,1406,06,085,508305,Santa Clara,06085508305
Census Tract 5083.06; Santa Clara County; California,3130,1488,9,920,207,0,1156,9,0,221250,1196,61,3130,800,78,1854,304,06,085,508306,Santa Clara,06085508306
Census Tract 5084.01; Santa Clara County; California,8085,3985,62,2518,275,1,3056,25,38,204662,2488,78,8085,2603,104,3776,853,06,085,508401,Santa Clara,06085508401
Census Tract 5084.03; Santa Clara County; California,3320,1388,47,702,73,15,940,26,29,249500,988,0,3320,1695,14,1110,275,06,085,508403,Santa Clara,06085508403
Census Tract 5084.04; Santa Clara County; California,6553,3006,82,1865,80,35,2154,84,45,194303,2379,93,6553,2424,116,3228,494,06,085,508404,Santa Clara,06085508404
Census Tract 5085.03; Santa Clara County; California,6212,3606,256,1844,403,90,2661,161,35,178263,2584,357,6212,1181,29,4203,555,06,085,508503,Santa Clara,06085508503
Census Tract 5085.05; Santa Clara County; California,4765,2447,125,1342,121,7,1705,17,34,205625,1988,143,4765,1584,23,2144,663,06,085,508505,Santa Clara,06085508505
Census Tract 5085.07; Santa Clara County; California,2838,1845,44,906,125,30,1162,60,7,172426,1351,14,2838,525,11,2032,134,06,085,508507,Santa Clara,06085508507
Census Tract 5085.08; Santa Clara County; California,6144,3111,290,2069,132,23,2648,240,11,136625,2044,86,6144,1576,49,2345,1567,06,085,508508,Santa Clara,06085508508
Census Tract 5085.09; Santa Clara County; California,4186,2708,142,1756,138,15,2097,17,0,155813,1972,213,4186,885,0,2920,287,06,085,508509,Santa Clara,06085508509
Census Tract 5085.10; Santa Clara County; California,3500,1918,77,1095,282,179,1633,14,0,110288,1283,162,3500,399,0,1949,1070,06,085,508510,Santa Clara,06085508510
Census Tract 5086.01; Santa Clara County; California,3892,2246,71,1390,134,26,1764,60,36,196731,1432,70,3892,1065,0,1992,627,06,085,508601,Santa Clara,06085508601
Census Tract 5086.02; Santa Clara County; California,5575,3610,185,1787,300,68,2532,128,24,179087,2518,207,5575,2385,52,1716,801,06,085,508602,Santa Clara,06085508602
Census Tract 5087.05; Santa Clara County; California,4463,2926,141,1599,252,0,2052,33,50,177301,1888,123,4463,1213,0,2346,746,06,085,508705,Santa Clara,06085508705
Census Tract 5087.06; Santa Clara County; California,4079,2365,116,1304,180,90,1774,233,58,198250,1592,120,4079,947,119,2538,300,06,085,508706,Santa Clara,06085508706
Census Tract 5087.07; Santa Clara County; California,4033,2577,263,1122,218,69,1760,239,16,191439,1591,231,4033,911,44,2153,743,06,085,508707,Santa Clara,06085508707
Census Tract 5087.08; Santa Clara County; California,4917,3631,59,1413,242,33,1887,41,26,245007,2239,403,4917,968,42,3335,287,06,085,508708,Santa Clara,06085508708
Census Tract 5088; Santa Clara County; California,3575,2408,133,1599,213,39,2082,80,14,133684,1416,61,3575,838,72,1082,1285,06,085,508800,Santa Clara,06085508800
Census Tract 5089; Santa Clara County; California,4782,2539,127,1698,211,12,2083,75,9,129762,1648,64,4782,802,6,2265,1491,06,085,508900,Santa Clara,06085508900
Census Tract 5090.01; Santa Clara County; California,2929,1676,42,1113,196,14,1374,33,0,106389,958,15,2929,364,11,843,1536,06,085,509001,Santa Clara,06085509001
Census Tract 5090.02; Santa Clara County; California,3954,2297,185,1353,259,33,1903,61,49,121964,1465,43,3954,589,16,1215,1985,06,085,509002,Santa Clara,06085509002
Census Tract 5091.02; Santa Clara County; California,4865,3134,248,1569,318,111,2420,20,52,192237,2236,138,4865,1417,119,2776,286,06,085,509102,Santa Clara,06085509102
Census Tract 5091.06; Santa Clara County; California,4264,2542,66,1488,168,41,1971,39,27,142727,1978,133,4264,1419,34,1742,908,06,085,509106,Santa Clara,06085509106
Census Tract 5091.07; Santa Clara County; California,4765,3244,123,1835,542,80,2710,17,28,152361,2081,206,4765,819,278,2357,1170,06,085,509107,Santa Clara,06085509107
Census Tract 5091.08; Santa Clara County; California,4549,2627,204,1360,152,236,2097,35,89,179028,1848,107,4549,1315,256,1698,971,06,085,509108,Santa Clara,06085509108
Census Tract 5091.09; Santa Clara County; California,6572,3932,243,2021,300,34,2849,136,66,218105,2471,176,6572,2132,42,2064,1716,06,085,509109,Santa Clara,06085509109
Census Tract 5091.10; Santa Clara County; California,3248,1673,71,770,74,33,1063,50,12,199821,1333,28,3248,1744,35,1306,93,06,085,509110,Santa Clara,06085509110
Census Tract 5091.11; Santa Clara County; California,4205,1856,135,1092,82,17,1368,57,0,157311,1653,97,4205,1348,11,1308,1326,06,085,509111,Santa Clara,06085509111
Census Tract 5092.01; Santa Clara County; California,5611,3483,214,1523,165,161,2367,25,75,155404,2715,251,5611,2430,347,1945,664,06,085,509201,Santa Clara,06085509201
Census Tract 5092.02; Santa Clara County; California,4137,2430,65,1475,276,66,2009,112,85,190579,1667,118,4137,1959,44,1466,606,06,085,509202,Santa Clara,06085509202
Census Tract 5093.02; Santa Clara County; California,3535,1765,52,757,134,27,1115,56,23,185625,1298,92,3535,1621,490,884,335,06,085,509302,Santa Clara,06085509302
Census Tract 5093.03; Santa Clara County; California,3816,2166,169,1003,198,74,1698,140,19,177692,1738,292,3816,1394,41,1599,438,06,085,509303,Santa Clara,06085509303
Census Tract 5093.04; Santa Clara County; California,2936,1733,31,1122,112,96,1460,35,7,160859,1157,12,2936,983,12,907,880,06,085,509304,Santa Clara,06085509304
Census Tract 5094.01; Santa Clara County; California,4318,2772,102,1284,121,101,1860,28,90,147823,2126,243,4318,1591,42,1627,686,06,085,509401,Santa Clara,06085509401
Census Tract 5094.03; Santa Clara County; California,4895,3166,169,1436,321,43,2250,98,56,138750,2155,139,4895,1535,52,1468,1550,06,085,509403,Santa Clara,06085509403
Census Tract 5094.04; Santa Clara County; California,6382,3659,187,1866,170,164,2629,95,0,165250,3007,279,6382,2209,13,2728,1056,06,085,509404,Santa Clara,06085509404
Census Tract 5095; Santa Clara County; California,5409,3309,164,2168,131,46,2654,115,87,146587,2358,189,5409,1941,264,1189,1855,06,085,509500,Santa Clara,06085509500
Census Tract 5096; Santa Clara County; California,3630,2296,231,1227,110,92,1758,131,24,190556,1712,104,3630,1479,30,1003,851,06,085,509600,Santa Clara,06085509600
Census Tract 5097; Santa Clara County; California,3040,1704,75,914,74,53,1195,28,24,192125,1349,57,3040,1672,107,749,345,06,085,509700,Santa Clara,06085509700
Census Tract 5098.01; Santa Clara County; California,5921,3082,106,1859,215,73,2493,127,0,180903,2458,174,5921,2601,82,2214,711,06,085,509801,Santa Clara,06085509801
Census Tract 5098.02; Santa Clara County; California,3158,1536,35,905,62,98,1181,5,12,204632,1118,38,3158,1518,11,910,358,06,085,509802,Santa Clara,06085509802
Census Tract 5099.01; Santa Clara County; California,2472,1238,7,688,47,90,863,27,40,250001,776,13,2472,1681,18,526,28,06,085,509901,Santa Clara,06085509901
Census Tract 5099.02; Santa Clara County; California,5157,2288,51,1391,61,27,1714,105,53,245521,1790,209,5157,2370,134,2126,249,06,085,509902,Santa Clara,06085509902
Census Tract 5100.01; Santa Clara County; California,5969,2597,13,1383,119,43,1703,15,0,250001,1988,15,5969,3470,34,1962,116,06,085,510001,Santa Clara,06085510001
